content,date,img,source,title,url
"India has identified at least four Chinese companies in India including Huawei that have connections with the People’s Liberation Army (PLA) and have been sharing crucial intel with it, India Today has reported.

According to the report, a 2017 Chinese Intelligence Law empowers government authorities to conduct raid on suspects while companies like Huawei, ZTE and TikTok provide intelligence for such raids. The companies are reportedly obliged to share information and cooperate with Chinese intel agencies irrespective of where they operate from.
"Image copyright Getty Images

Google has become the latest US technology giant to invest in Indian conglomerate Reliance Industries' digital business.

The Alphabet-owned search engine has agreed to pay $4.5bn (£3.6bn) for a 7.7% stake in Jio Platforms.

Reliance's billionaire owner Mukesh Ambani says the two companies will develop phones for 4G and 5G networks.

Google joins a list of new investors in Jio that includes Facebook, Intel and Qualcomm.

""Google has empowered millions of Indians to access helpful information and, like Jio, is a force for change and innovation,"" Mr Ambani said in a statement to shareholders.

Google's chief executive Sundar Pichai said: ""The pace and scale of digital transformation in India is hugely inspiring for us and reinforces our view that building products for India first helps us build better products for users everywhere.""

Earlier this week Google also said the company would invest about $10bn in India over the next five to seven years.

In April Facebook said it would invest $5.7bn for a 9.99% stake in Jio, making it the cut-price Indian mobile internet provider's largest minority shareholder.

The investment arms of US technology giants Intel and Qualcomm have also bought smaller smaller stakes in the company.

""Shopping spree""

Arunoday Mukharji, BBC News, Delhi

Mr Ambani has been on a shopping spree, managing to hook 11 big investors in the last three months and raising over $20bn.

Not only has it helped him remove his net debt of $21bn, he is now looking to expand in the e-commerce space to rival giants like Amazon in India.

His online venture Jio Mart wants to tap into Facebook-owned Whatsapp's 400 million users in India to connect customers with their nearest mom and pop stores - hugely popular in India.

This is why the $6bn Facebook investment in April becomes even more significant.

Mr Ambani also said his company had developed a fully home-grown 5G network. This is important for two major reasons.

First, it fits the script of Prime Minister Modi's repeated push for a self-reliant India.

Second, and more importantly, it seriously damages prospects of tech giants like China's Huawei, which was looking to participate in India's 5G trials.

In the aftermath of the recent border standoff between India and China, the government has been reconsidering all major business engagements with China.

Jio, which is India's newest major mobile operator, grew rapidly to take the number one spot late last year.

Since launching in September 2016 the low cost service has attracted almost 400m subscribers and aims to increase that figure to 500m in the next three years.

In January Reliance announced that it would launch a grocery delivery service that aimed to compete with Amazon in India.

US technology companies see India as a key market for growth, with the number of internet users there seen rising to more than 850m in 2022, according to consultancy firm PwC.

Mr Ambani, who is the chairman and managing director of Jio's parent company Reliance Industries, is now the world's ninth-richest person, with a net worth of $68.7bn, according to Forbes.",2020-07-21,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",BBC News,Ambani: Google latest US tech giant to invest in India's Jio,https://www.bbc.com/news/business-53426791
"Detroit: Ford Motor Co will work with Intel Corp's autonomous driving unit, Mobileye , to develop an improved collision avoidance system for its vehicles, the No.2 U.S. carmaker said on Monday.Ford said the collaboration with Mobileye will be to develop improved camera-based collision warning, detection of vehicles and pedestrians and lane-keeping features for its vehicles, including F-150 and Mustang Mach-E cars.The carmaker said Mobileye will provide its EyeQ sensing technology along with a vision-processing software to support Ford's Co-Pilot360 system as well as a hands-free driving feature that will be introduced next year.Ford will include Mobileye's logo in driver-assist communication displays and is also considering using its Roadbook map system, which uses anonymized, crowd-sourced data from vehicle cameras.",2020-07-21,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",ETAuto.com,Ford to work with Intel's Mobileye for better collision avoidance technology,https://auto.economictimes.indiatimes.com/news/auto-technology/ford-to-work-with-intels-mobileye-for-better-collision-avoidance-technology/77066606
"Intel said on Friday it will invest $253.5 million in Jio Platforms, joining a roster of high-profile investors including Facebook, General Atlantic and Silver Lake that have backed India’s top telecom operator in recent months.

The American chipmaker’s investment arm said it is acquiring a 0.39% stake in Jio Platforms, giving the Indian firm a valuation of $65 billion. Intel Capital is the twelfth investor to buy a stake in Jio Platforms, which has raised more than $15.5 billion by selling a 25% stake since April this year.

“Jio Platforms’ focus on applying its impressive engineering capabilities to bring the power of low-cost digital services to India aligns with Intel’s purpose of delivering breakthrough technology that enriches lives. We believe digital access and data can transform business and society for the better,” said Wendell Brooks, Intel Capital president, in a statement.

The announcement today comes weeks after Mukesh Ambani, who controls Reliance Industries — the parent firm of Jio Platforms — suggested that Saudi Arabia’s PIF $1.5 billion investment on June 18 in his digital unit had marked the “end of Jio Platforms’ current phase of induction of financial partners.”

Ambani, who is India’s richest man, said on Friday that he was excited to “work together with Intel to advance India’s capabilities in cutting-edge technologies that will empower all sectors of our economy and improve the quality of life of 1.3 billion Indians.”

The new deal further illustrates the opportunities foreign investors see in Jio, a four-year-old subsidiary of Reliance Industries (India’s most valuable firm) that has upended the telecommunications market in India with cut-rate voice calls and mobile data tariffs. Jio has about 400 million subscribers.

Analysts at Bernstein said last month that they expect Jio Platforms to reach 500 million customers by 2023, and control half of the market by 2025. Jio Platforms competes with Bharti Airtel and Vodafone Idea, a joint venture between British giant Vodafone and Indian tycoon Kumar Mangalam Birla’s Aditya Birla Group.

Jio Platforms also operates a bevy of digital apps and services, including music streaming service JioSaavn (which it says it will take public), on-demand live television service JioTV and payments app JioMoney, as well as smartphones and broadband business. These services are available to Jio subscribers at no additional charge.

On Thursday evening, Jio Platforms launched JioMeet, a video-conferencing service that offers unlimited calls with “up to 24 hours” time limit on each session. The service, which currently has no paid plans, looks uncannily like Zoom.

Good artists borrow, great artists steal 😂 pic.twitter.com/r7KpIfwIFC — Avinash Raghava (@avinashraghava) July 3, 2020

Last month, Ambani said the funds in Jio Platforms had helped him clear oil-to-retail giant Reliance Industries’ net debt of about $21 billion. Ambani had originally pledged to clear Reliance’s debt due by early 2021.",2020-07-21,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",TechCrunch,Intel to invest $253.5 million in India’s Reliance Jio Platforms,https://techcrunch.com/2020/07/02/intel-to-invest-253-5-million-in-indias-reliance-jio-platforms/
"Intel Ice Lake CPUs have been revolutionary for the blue team because of it’s shift to efficient 10nm process and better graphics. Even though there’s not much performance improvements but at its low TDP it still hold its value for thin and light notebooks.

Now we have a wide number of Intel Ice Lake powered laptops in India, but which one shall you buy at entry-level? Find out the best Core i3-1005G1 powered laptops:

Acer Aspire 3 A315-56

Price: ₹ 35,999

Display: 15.6″ Full HD 1920 x 1080, high-brightness Acer ComfyView LEDbacklit TFT LCD

Processor: Intel Core i3-1005G1 processor with Max Turbo up to 3.40 GHz

RAM: 4GB of DDR4 system memory, Upgradable up to 12 GB

Storage : 1 TB 2.5-inch 5400 RPM

OS: Windows 10 Home 64-bit, Graphics: Intel UHD Graphics

Weight: 1.9 Kg, Battery: Up to 9.5 hours

This is an ideal laptop for entry-level users who need a FHD laptop with long battery life and being upgradable, you can easily increase your laptop’s RAM to increase performance.

Buy from here: https://amzn.to/3fLjPH6

Buy the 256GB SSD version of the laptop: https://amzn.to/3hnJar7

Lenovo IdeaPad S340

Price: ₹ 38,500

Processor: 10th Gen Intel Core i3-1005G1 processor, 1.2 GHz base speed, 3.4 GHz max speed, 2 Cores, 4Mb Smart Cache

Operating System: Pre-loaded Windows 10 Home with lifetime validity

Display: 14-inch screen with (1920X1080) full HD display | Anti Glare technology | IPS Screen

Memory and Storage: 4 GB RAM | Storage: 1 TB HDD

Design and battery: Thin and light Laptop| 180 Degree Hinge| Laptop weight 1.55kg | Battery Life: Up to 8 hours as per MobileMark | with Backlit Keyboard

Pre-Installed Software: Microsoft Office Home and Student 2019 | Inside the box: Laptop, Charger, User Manual

Ports & CD drive: 2 USB 3.0 | 1 Type C (USB 3.0) | 1 HDMI 2.0 | 4-in-1 card reader (SD,SDHC,SDXC,MMC) | Combo audio and microphone jack | Without DVD-drive | Without LAN port

This is a more thin and light laptop, useful for carrying it around and has almost all necessary things for all-day work. Biggest con being the 4GB RAM.

Buy from here: https://amzn.to/39eGmJV

Buy the 8GB RAM version: https://amzn.to/32CAxoi

Buy the 8 GB + 256 GB SSD variant: http://fkrt.it/ZnKIB4uuuN

HP 15s du2069TU

Price: ₹ 38,990

15.6″ diagonal FHD SVA anti-glare micro-edge WLED-backlit, 220 nits, 45% NTSC (1920 x 1080)

10th Gen Intel Core i3-1005G1 processor, 1.2 GHz base speed, 3.4 GHz max speed, 2 Cores, 4Mb Smart Cache

4GB DDR4 RAM

1TB 5400rpm hard drive

802.11ac (1×1) Wi-Fi and Bluetooth 4.2 combo

Windows 10 Home operating system, Intel UHD Graphics

1.75kg laptop, 3-cell, 41 Wh Li-ion battery

1 SuperSpeed USB Type-C 5Gbps signaling rate; 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 1.4b; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo

Overall at the budget this is a good offering with 4GB RAM only but it’s thin and looks modern, can be used for educational purposes.

Buy from here: https://amzn.to/30w4VOz, http://fkrt.it/Zn3kO4uuuN

DELL Inspiron 3593

Price: ₹ 43,599

1.20 GHz Intel i3-1005G1 10th Gen processor

4GB DDR4 RAM

1TB 5400rpm hard drive

15.6-inch FHD anti-glare screen, Intel UHD Graphics

Windows 10 Home operating system

6 hours of battery life, 2.02kg laptop

Windows 10 Home along with MS Office H&S 2019

Dell hasn’t updated the design for decade as seen with the laptop, it’s overpriced but still one option worth mentioning.

Buy from here: https://amzn.to/2Cv4jAz

Buy the 8GB RAM version: https://amzn.to/3hmfRFj

So here are the 4 best laptops that are still better than the other overpriced ones, personally I won’t recommend these laptops over AMD Ryzen ones but still for Intel fans you can check if these laptops meet your requirement. The Acer Aspire 3 is a good budget deal but if you are spending about Rs. 40k then do go for Ryzen ones instead of Intel.

Check this out:

😎TechnoSports-stay UPDATED😎

Advertisements

Like this: Like Loading...",2020-07-21,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",TechnoSports,Best Intel Ice Lake Core i3-1005G1 powered laptops in India ...,https://technosports.co.in/2020/07/20/best-intel-ice-lake-core-i3-1005g1-powered-laptops-in-india-2020/
"Intel Capital latest to back India's digital future

06 July 2020 | Melanie Mingas

Intel Capital, the investment arm of Intel Corp (NASDAQ: INTC) has joined the growing list of global firms investing in a stake in India’s digital future.

The American multinational on Friday confirmed it was to invest US$250 million in Jio Platforms, owned by Reliance Industries, for a 0.39% equity stake.

The deal makes Intel Capital the 11th backer since Facebook took a 9.99% stake in late April and the start of a second phase of investment activity.

Wendell Brooks, president of Intel Capital, said: “Jio Platforms’ focus on applying its impressive engineering capabilities to bring the power of low-cost digital services to India aligns with Intel’s purpose of delivering breakthrough technology that enriches lives. We believe digital access and data can transform business and society for the better. Through this investment, we are excited to help fuel digital transformation in India, where Intel maintains an important presence.”

Intel has operated in India for more than two decades and operates state-of-the-art design facilities in Bengaluru and Hyderabad.

Prior to this latest deal, Jio Platforms had raised more than $23 billion in 58 days from investments and a stake sale to BP. The company said the deals, which also included India’s largest ever rights issue, were “unprecedented in Indian corporate history and have set new benchmarks”.

When Jio’s 10th backer – Saudi Arabia’s Public Investment Fund – was announced last month, the firm said it marked “the end of Jio Platforms’ current phase of induction of financial partners”, following which it would begin preparations for an IPO by 2024.

Mukesh Ambani, chair and MD of Reliance Industries, said: “We are extremely delighted to deepen our ties with technology leaders that embody our vision of transforming India into a leading digital society in the world.

“Intel is a true industry leader, working towards creating world-changing technology and innovations. Intel Capital has an outstanding record of being a valuable partner for leading technology companies globally. We are therefore excited to work together with Intel to advance India’s capabilities in cutting-edge technologies that will empower all sectors of our economy and improve the quality of life of 1.3 billion Indians.”",2020-07-21,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Capacity Media,Intel Capital latest backer for India's digital future,https://www.capacitymedia.com/articles/3825877/intel-capital-latest-to-back-indias-digital-future
"NEW DELHI : A $4.5 billion deal under which Alphabet's Google will collaborate with India's Reliance Industries on a new smartphone likely heralds a big shake-up for the world's second-largest mobile market, industry executives and analysts say.

Reliance boss Mukesh Ambani, announcing the partnership at his company's annual meeting last week, said Google would build an Android operating system (OS) to power a low-cost ""4G or even 5G"" smartphone that Reliance would design.

The new phone is set to pose a major challenge to Chinese vendors such as Xiaomi and BBK Electronics, owner of the Realme, Oppo and Vivo brands, which currently dominate a $2 billion market for sub-$100 smartphones in India.

Powered by a clever mix of Bollywood, cricket-driven marketing and product features such as powerful cameras, the Chinese firms sell roughly eight of every 10 smartphones in the country.

""If history is anything to go by, Reliance will undercut other brands and pose a real threat to the low-end smartphone market,"" said Rushabh Doshi of tech researcher Canalys.

Reliance executed a similar plan in 2017 with the launch of the JioPhone, a no-frills device that gave users internet access for as little as $20. JioPhone now has more 100 million users, many of whom are internet first-timers.

""They (the Chinese players) are likely to cut their price to compete and their margins could shrink,"" said A Gururaj, the former India head of contract manufacturers Wistron and Flextronics. ""I see the Google-Jio phone as a big hit.""

Reliance's ambition to hand a smartphone to every Indian could also win subscribers from telecoms rivals Vodafone Idea and Bharti Airtel, who still have hundreds of millions of users with old-style feature phones on basic 2G networks.

Realme declined to comment. Reliance, Xiaomi, Oppo and Vivo did not respond to requests for comment.

Vodafone Idea and Bharti Airtel did not immediately respond to requests for comment.

Content is king

The alliance will see Google invest $4.5 billion in Reliance's digital unit, which houses telecoms and fibre businesses as well as music and movie apps.

Jio Platforms has also since April won the backing of global financial and tech investors including Intel and Qualcomm , which could bolster its smartphone ambitions.

While Reliance has given no details on the specifications or price of the new smartphone, the timing of its launch, or who might build it, the Jio network's 387 million subscribers and the Google brand name will give it a big leg up.

The Reliance-Google phone would likely be optimised for the Jio network and offer users improved performance, said Arvind Vohra, a tech consultant and the former India head of China's Gionee.

Just as important are the possibilities for bundling Jio's massive video and music libraries with the phone. Google's Android team also aims to ensure access to apps related to health, communications and jobs, and ease of use for first time smartphone owners, Sameer Samat, vice president for Android and Play at Google, told Reuters.

That kind of packaging could help woo roughly 350 million Indians who still use basic, non-touch phones and are yet to taste high-speed mobile data on fancier devices.

""This will help users choose a device for its software and bundled content rather than just specs alone,"" said Vohra.

The collaboration with Google could also set the stage for further partnerships between smartphone makers and Reliance to make devices specifically for the Jio telecoms network, said analysts.

Some Jio customers are already making plans to upgrade to the Reliance-Google smartphone when it hits the market.

""I'd like to try the new Reliance smartphone and since I'm already a Jio customer my first preference will be to remain with the network,"" said Rawil Ansari, a construction worker from a village in India's eastern Bihar state, who has been using a JioPhone for the past two years.

Subscribe to newsletters * Enter a valid email * Thank you for subscribing to our newsletter.

Share Via",2020-07-21,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Livemint,Reliance Jio-Google smartphone deal threatens Chinese phone makers,https://www.livemint.com/technology/tech-news/reliance-jio-google-smartphone-deal-threatens-chinese-phone-makers-11595245659433.html
"The unemployment rate fell from 23.48% in May to 10.99% in June.

Every week, Business Insider collates interesting vacancies across marquee organisations. A few such vacancies are listed here.

Check out the latest news and updates on Business Insider.

Advertisement

Advertisement

Advertisement

Advertisement

Advertisement

Advertisement

Advertisement

Advertisement

Advertisement

India's easing unemployment rate in June came as a relief for the population and the economy. The unemployment rate fell from 23.48% in May to 10.99% in June, according to the Centre for Monitoring India Economy (CMIE) monthly data.Despite all the uncertainty around Covid-19 and its possible impact, a select few companies have stepped up hiring, and the June employment data is reflective of that.Every week, Business Insider collates interesting vacancies across marquee organisations. A few such vacancies are listed here.Intel is hiring for an Enterprise Operations General Manager & VP in Bengaluru, who will lead and manage an organisation of insourced/outsourced professionals consisting of 500 IT professionals and multiple managed services providers supporting its global IT enterprise operations.To apply, the candidate must have minimum 15+ years of IT work experience with Bachelor of Science or equivalent qualification in computer science or engineering.Interested candidates can apply here Eligibility: Bachelor's degree in a relevant discipline (Library Science, Information Management, Journalism, Technical Writing, Communication, other)Intel is hiring for a Content Designer in Bengaluru, who will be responsible for designing content to meet business objectives, users needs and learning goals. The company is looking for someone who has experience making technical language and complex processes easy for users to understand.To apply, the candidate must have a minimum of 5+ years' experience in content design with a Bachelor's degree in Library Science, Information Management, Journalism, Technical Writing or Communication.Interested candidates can apply here Tata Consultancy Services is hiring for a Data Scientist in Bengaluru with overall 8-14 years of working experience, preferably 5 years in a single domain at senior levels. The company is looking for a candidate with a good hold on one or more domains such as communication and media, retail, CPG, BFSI, utilities or automobiles.Interested candidates can apply here Tata Consultancy Services is hiring for a Data Strategy Consultant in Mumbai/Kolkata, who will be responsible for providing strategic guidance for technology, domain, sales and will enable business process enhancements in the organisation.The company is looking for someone who has a minimum of 14 years of experience in a similar field.Interested candidates can apply here Wipro is hiring for a Senior Software Engineer/ Technical Lead/ Architect/ Consultant in Bangalore/ Greater Noida. The company is looking for candidates with experience in implementation or support of Novell/ NetIQ.Interested candidates can apply here Google is hiring for an Application Engineering Manager in Hyderabad. The candidate will be responsible for recruiting and building a team of engineers and developing solutions using Salesforce CRM platform, developing high scale reusable Application Program Interfaces (API’s for Google and Alphabet.Interested candidates can apply here SEE ALSO: TCS, Infosys, HCL Tech and Wipro open up lateral hiring as more people walk out the door during the COVID-19 pandemic",2020-07-21,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Business Insider India,From Intel and Wipro to TCS and Google— Here are the top job openings in the multinational companies,https://www.businessinsider.in/careers/news/from-intel-and-wipro-to-tcs-and-google-here-are-the-top-job-openings-in-the-multinational-companies/articleshow/77058769.cms
"As the pandemic challenges just about everything, what is the responsibility it puts on business leaders?

Businesses will need to look at the evolving consumer needs in the post-Covid-19 world and this calls for leaders to revisit their strategy and innovate with agility and resiliency. Organisations will adopt changes arising from these times in the long-term. For one, some percentage of the workforce may remain remote and the rest would also see increased flexibility.

Leading virtual teams and enabling them with the right technology and tools will be the norm. Inclusion will be more important, and leaders should further nurture an empathic and compassionate approach to connecting with and motivating their teams.

From an ecosystem perspective, we need to apply our learnings to refocus and reinvent the way we work together and enable innovation. It has become imperative for organisations to adopt a collaborative approach to solve the world's greatest challenges. This is especially true for technology companies as data and information play a crucial role in transforming key sectors like healthcare, education, manufacturing, retail, transportation and agriculture among others.

Would you agree the pandemic has accelerated existing technologies rather than birthed something unprecedented?

The pandemic has pushed both the development and deployment of emerging technologies such as artificial intelligence (AI), blockchain, cloud and automation in key sectors. For example, as part of a multi-disciplinary initiative, Intel India is working with Council of Scientific and Industrial Research (CSIR) and International Institute of Information Technology (IIIT), Hyderabad to help achieve faster and less expensive Covid-19 testing and coronavirus genome sequencing to understand epidemiology and AI-based risk stratification for patients with comorbidities.

In another tech ecosystem initiative, a NASSCOM taskforce that I am leading built a technology-driven vision of a Pandemic Response Platform for India - a platform that we architected as an open API-based locally hosted, privacy preserving, multi-cloud infrastructure that enables a multitude of citizen-centric apps. This Pandemic Response Platform is designed to augment the central and state governments' efforts with a robust set of population scale Covid-19 indicators that help predict outbreaks and improve medical care administration. This end-to-end platform was delivered to the governments of Telangana and Karnataka recently. Along with NASSCOM and Intel, the project taskforce for the development and delivery of this platform included participation from NASSCOM members and other companies such as Amazon Web Services (AWS), Fractal, Infosys, Mapbox, Microsoft, Mindtree, SAP, Sprinklr, and Wipro.

What are some of the changes Intel had to undertake from a business continuity perspective?

The pandemic propelled us overnight into a scenario that had almost our entire workforce working remotely, along with our contingent workers and ecosystem partners. Intel IT had to quickly embrace creative solutions that would enable scaling rapidly.

To pivot our workforce while maintaining business operations, we made changes across design site operations, supply chain, sales and marketing, human resources and finance. We worked closely with the government to safely enable critical and essential work at Intel sites with a smaller number of essential personnel. We had to quickly adapt our formal processes in many areas to accelerate response such as making exceptions to our procurement processes, modifying on-boarding/off-boarding processes allowing employees to be virtual, etc. Our sales and marketing people had to shift to working with our customers and industry partners through virtual engagements and events. To provide a seamless and consistent experience, we had to fine-tune multiple platforms to both enable and accelerate collaboration.

What are some of the predictions of the changes in the Indian business and economy landscape from here, especially in the context of the technological changes?

Business continuity will need increased automation, safe manufacturing, and social distancing - all of which will require transformational technology to execute. Customer experiences will have to be re-imagined for a contactless environment. The proliferation of internet and cloud will continue to be the most efficient service delivery model across different sectors.

For example, in the healthcare space, telemedicine will gain prominence while technology will also play a role in predicting and managing outbreaks using population-scale data and analytics.

In retail, social distancing practices will drive innovation in both e-commerce and brick and mortar stores, increasing the use of augmented reality, virtual reality, computer vision and internet of things (IoT) technologies.

In education, the pandemic has highlighted the need for access to computers and the internet. The e-learning ecosystem will become mainstream and empower the masses with access to quality content and instructors.

The need of the hour is to collaborate with the ecosystem and work together to develop solutions to unleash the potential of data-driven technology and transform business and society for the better. Intel is fortunate to be deeply engaged with these ecosystems in providing the tools and services that people around the world depend upon in their daily lives ­- and in putting technology to work towards understanding and fighting this virus.",2020-07-21,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",BW Businessworld,"Digital Readiness No Longer Optional: Nivruti Rai, Country Head, Intel India & VP, Data Platforms Group, Intel Corporation",http://www.businessworld.in/article/Digital-Readiness-No-Longer-Optional-Nivruti-Rai-Country-Head-Intel-India-VP-Data-Platforms-Group-Intel-Corporation/03-07-2020-293698
"India is emerging as a key hub for public cloud-based services in Asia. India’s public cloud market is dominated by three webscale players: Amazon Web Services (AWS), Microsoft Azure , and Google Cloud Platform (GCP). Boston Consulting Group (BCG) values this market around USD$3 billion in 2020, and estimates the market to grow by 25% CAGR to USD$8 billion by 2023. In our perspective, India’s public cloud infrastructure includes regional data centres owned by webscale players, as well as more than 100 others distributed across the country, that are either network-neutral data centres or owned by telecom service providers.Traditionally, webscale players have been dominating the public cloud service offerings in system infrastructure services (i.e. IaaS, including compute instances, storage databases, etc.), application infrastructure services (i.e. PaaS, including containers, artificial intelligence, and machine learning , etc.) and software services (i.e. SaaS for various applications). Now webscale players are expanding IaaS services coverage on networking solutions for enterprises (i.e. cloud VPN, accelerators, cloud SD-WAN, IoT, private LTE/5G, and multi-vendor network orchestration).Webscale players’ forays into such networking and telco solutions are mainly driven by the promise of 5G. When I speak to customers and others in the industry , it is widely believed that the next battleground for webscale players is 5G. For example, Microsoft recently made their intentions clear with their acquisitions of Affirmed (vEPC, 5gc) and Metaswitch (vIMS). Google Cloud Platform announced their three-pronged telco strategy that focuses on monetising 5G edge computing solutions, reimagining the customer journey with data and AI, and subsequently helping operators improve internal operations efficiencies. Google Cloud Platform is also extending their Anthos hybrid multi-could platform to support telecom operators Telecom operators in India have also started their own ‘telco cloud’ journey. Although these efforts initially were started to support their own internal network function virtualisation (NFV) initiatives, these operators now see a big opportunity to play a critical role in the delivery of cloud services in India as well.As digital services for various vertical markets expand with applications where latency becomes critical for cloud computing services, it is only logical to also bring compute closer to where the data is generated. Hence we’re seeing a surge in interest for edge computing across the world, including in India. India’s leading ‘edge use cases’ are likely to be media processing, telemedicine, video surveillance, manufacturing, and a myriad of immersive applications such as AR/VR and gaming.All three leading webscale players have launched their edge solutions – Azure Stack; AWS Outpost, Wavelength, Local Zone; Google Anthos – which cover on-premises colocations with telecom operators and private zones. It is expected that many of these edge offerings could be commercially launched soon in India in partnerships with telecom operators.Telecom operators are expected to enter into strategic partnerships with multiple webscale players. For these operators to deliver the low-latency services promised by 5G and edge computing, close partnerships with the webscale players will be needed, so they can monetise ‘connectivity’ as a platform to broaden and enhance their competitive advantage.Despite massive capital investments in 3G and 4G, pressures on average revenue per user have resulted in no meaningful profitability returns to date. 3G and 4G deployments in India have instead been more about capturing and holding onto market share to later monetise. Fortunately, 5G promises to deliver more than just higher speed connectivity. This is pushing telecom operators towards reinvigorating a ‘platform economy’ for the business ecosystem, to better monetise their investments. Bundling of services has not proven profitable during 3G and 4G eras, so rather than pursuing that as a strategy, you will see telecom service providers offering differentiated 5G services priced at different levels.According to Artificial Intelligence Index Report 2019 by Stanford University, insatiable demands from both consumer and business sectors are doubling “compute” requirements in less than every 4 months. Therefore, compute processing and storage capacity can no longer keep up with Moore’s Law. Amidst this growth, ‘Connect Networks’ are expected to play a more critical role than ever before to efficiently use compute processing resources. For example, tightly coupled distributed computing across a set of edge data centers in the metro network, with well-engineered connectivity, has the promise to deliver ‘fungible pools of distributed cloud computing’ to meet webscale players’ edge cloud service capacity and performance metrics. This is good news for telecom operators, who can now enable the right type of connectivity for edge cloud service needs.Telecom operators have a great opportunity to put their strengths to work by monetizing quality of experience in ‘connect platforms’ by way of Network Slicing, coupled with new consumption and charging models.While the concept behind network slicing is not new, it is to be understood as the ability to custom fit network connectivity to application needs over a common shared network. Recent technical advancements – specifically the advent of Segment Routing (SR), cloud-based controllers and open platforms with APIs for webscale players and application providers to collaborate in a business ecosystem – have made mass implementations of network slicing possible. For example, currently, a service provider might approach monetization as a single connectivity model simply based on speed, up-time, or both. In the future, this same service provider could enable a matrix of API driven platform slices to meet a few different application requirements and target quality of experience. The set of monetization options could be, as example, four slices and with on-demand or schedulable time windows.",2020-07-21,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",ETTelecom.com,‘Platform economy’: Indian telecom operators opportunity to monetize the cloud business,https://telecom.economictimes.indiatimes.com/news/platform-economy-indian-telecom-operators-opportunity-to-monetize-the-cloud-business/77062407
"NEW DELHI: Apple Inc assembly partner Pegatron Corp is making preparations for its first plant in India, adding to a large influx of foreign tech investments in the country this year.In June, the Indian government set out a $6.6 billion plan to woo the world’s top smartphone manufacturers, offering financial incentives and ready-to-use manufacturing clusters. Pegatron is now setting up a local subsidiary and joining fellow Taiwanese electronics assemblers Foxconn Technology Group and Wistron Corp, who have already been making some iPhone handsets in southern India.With a number of factories in China, Pegatron is the second-largest iPhone assembler and depends on Apple for more than half of its business. Like its peers, it will set up in the south of India, according to a person familiar with its plans who asked not to be named. Foxconn, also known as Hon Hai, and Wistron are looking to expand their operations in the country, and Pegatron’s entry can be seen as a defensive move to protect its share of budget iPhone manufacturing, according to Matthew Kanterman of Bloomberg Intelligence.Pegatron could uphold its iPhone SE assembly market share, which may have grown from a 50-50 split with Hon Hai: Matthew Kanterman, analystIndia has seen a surge of inward investment in recent weeks, with Google, Facebook Inc and others pouring close to $20 billion into Jio Platforms Ltd, billionaire Mukesh Ambani’s mobile internet venture. Google has committed to spending $10 billion over the next five to seven years to hasten India’s digital transition and Amazon.com Inc has said it intends to export $10 billion of made-in-India goods by 2025. When Jeff Bezos visited the country in January, he said, “The 21st century is going to be the Indian century.”The country offers a vast pool of skilled labor as well as a domestic market of a billion mobile connections. Only about half of those are smartphones, however, leaving untapped potential that is attractive to growth-hungry global brands like Apple, Samsung Electronics Co, Xiaomi Corp and Oppo. For assemblers like Pegatron, exports would also be an enticing opportunity, especially at a time of worsening trade relations between Washington and Beijing making it imperative to have a diverse geographic base.Smartphones are a focal point for Prime Minister Narendra Modi’s much-touted Make in India program. Ravi Shankar Prasad, India’s minister for information technology and electronics, has said the goal is for brands and manufacturers to transport the entire supply chain to the country, not just the end-stage assembly. Quoted by local media, Prasad said India wants not only the “bridegroom” but also the “wedding procession.”India will become a global manufacturing hub for both components and the complete assembly of smartphones and other devices , said Pankaj Mohindroo, chairman of the Indian Cellular & Electronics Association. The group’s three dozen members include Apple, Foxconn, Google, Wistron, Oppo and others.“The focus is shifting from making for India to exports and the $400 billion electronics manufacturing that India is targeting by 2025 will be dominated by exports,” Mohindroo said via phone from New Delhi.",2020-07-21,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",ETTelecom.com,Apple iPhone assembler joins wave of tech investment in India,https://telecom.economictimes.indiatimes.com/news/apple-iphone-assembler-joins-wave-of-tech-investment-in-india/77029384
