content,date,img,source,summary,title,url
"

By Andy Mukherjee

With the $28 billion he’s raised working from home, India’s richest man wants to step into the breach created by the technology cold war between America and China. The two Silicon Valley tech giants that gave him a third of the money will help put him there.It’s an audacious plan. Politicians in many nations, including the U.S., the U.K. and India, are reluctant to let Huawei , which they accuse of being an instrument of the Chinese state, become embedded in the fast-speed internet networks that will run everything from power stations to autonomous cars.Ambani’s four-year-old Jio Platforms has indigenously built its own 5G technology, the tycoon announced at Wednesday’s annual general meeting of his flagship Reliance Industries Ltd. After testing it on the 400 million 4G customers he has in India, he’ll offer it to other markets. The news18.com website, also controlled by Ambani, called the technology a “Huawei-killer,” and noted that U.S. Secretary of State Mike Pompeo had praised Jio as a clean network for not using the Chinese firm’s gear.While details of Ambani’s 5G prowess and the markets he hopes to target are still fuzzy, the planned assault against handset makers is clearer. Alphabet Chief Executive Sundar Pichai made a virtual appearance at the Reliance AGM and pledged $4.5 billion for a 7.7% stake in Jio and a chance to build an Android operating system.The cheap smartphones running it will migrate 350 million Indians who still use feature phones to mobile internet. But how much customization will Google be comfortable with? If it’s a lot, the phone may be affordable but tied to Jio’s apps. Too little, and the pricing may be unattractive. Somewhere in between those extremes, it’s a threat to Xiaomi . As Bloomberg Intelligence analyst Anthea Lai notes, India accounted for 35% of the Chinese vendor’s smartphone shipments last year.One more thing is now evident: WhatsApp, the messaging system of Facebook , which has given Jio $5.7 billion for a near-10% stake, will drive commerce. The blueprint is again Chinese. WhatsApp’s popularity, and its ability to handle payments in real time, make it a perfect platform for Ambani to build a super-app like Tencent Holdings Ltd.’s WeChat, connecting brands with customers.The 300,000 Reliance investors who watched the AGM on JioMeet, Ambani’s cloud-conferencing clone of Zoom, probably found the sharp pivot away from hydrocarbons a bit too much to take. Ambani dropped enough hints that last year’s plan to sell 20% of his mainstay oils-to-chemicals business to Saudi Aramco was now unlikely.Given the coronavirus situation, writing a $15 billion check would be a further strain on Aramco’s $75 billion-a-year dividend payout, as my colleague David Fickling has noted. Still, Reliance shares fell 3.8% after Ambani said the unit will be spun off and seek new investors.Reliance may get saddled with a permanent discount as a holding company of digital, retail and hydrocarbon assets, but the empire could as easily command a premium as India’s undeclared national champion.Just as Ambani wants to emulate several successful Chinese firms at once, the country’s policy makers want the same thing for the broader economy: make India the world’s factory, by lodging it into the growing chasm between the West and China. But neither the physical infrastructure, nor most of India Inc.’s balance sheet, is ready. After the pandemic, everything from a broken financial sector to grossly inadequate worker housing, healthcare and social security will compete for fiscal sops from a government trying to retain its tenuous investment-grade rating.Reliance’s capital-raising spree has made it free of net debt. It’s willing to run with Prime Minister Modi’s buy-Indian agenda. Its grocery business would lift farmer incomes by direct purchasing. Jio’s cheap cloud services for small businesses would help them digitize. By connecting to JioMart, a virtual store, neighborhood shops could outgrow their limited shelf space, Ambani said. JioMeet could become as a virtual classroom to the country. Reliance also wants to supply cleaner auto fuels to end Indian cities’ crippling pollution problem.As India has learned from China, economic policy that aligns itself with the expansion of a few large capitalists is more manageable — and produces faster results — than one that has to play referee to free and open competition. By the time that throws up a winner, Vietnam and Bangladesh might corner the export opportunity that India wants to claim.India’s competitive landscape would have been broadened had Google’s Pichai bought a stake in Jio’s telecom competitor Vodafone Idea, a plan it was considering, according to a Financial Times report in May. Although that deal is probably now dead, Pichai might still pitch his own tent separately from Ambani’s. So far, he’s only decided on the handset partnership with Jio. There’s still plenty left in the $10 billion kitty he set aside for India this week.There’s also Amazon.com’s Jeff Bezos. It will be surprising if, after committing $5.5 billion to the country, he bows out. As for Ambani, he still has to demonstrate that one company can be India’s answer to everything, from Zoom and Tencent to Huawei and Xiaomi, while also being a large telco like Verizon Communications",2020-07-21,"https://etimg.etb2bimg.com/thumb/msid-76998769,imgsize-749704,width-800,height-434,overlay-ettech/view-can-ambani-take-on-chinese-giants-like-tencent-huawei-and-xiaomi.jpg",ettechtech,"By Andy Mukherjee

With the $28 billion he’s raised working from home, India’s richest man wants to step into the breach created by the technology cold war between America and China. The two Silicon Valley tech giants that gave him a third of the money will help put him there.It’s an audacious plan.","Mukesh Ambani: Can Mukesh Ambani take on Chinese giants like Tencent, Huawei and Xiaomi?, Technology News, ETtech",https://tech.economictimes.indiatimes.com/news/technology/76998769?utm_source=RSS&utm_medium=ETRSS
"Reliance said Jio had developed its own 5G technology and plans to offer it to other telecom companies, a move that will pit it against the likes of Nokia, Ericsson, Huawei and Samsung, in what analysts said was the first such initiative by a mobile phone operator. Reliance Industries Ltd (RIL) said Wednesday that its telecom unit had created a complete 5G solution, using 100% homegrown technologies that will allow it to launch next-generation, high-speed services in India.With India looking to keep Huawei and ZTE out following hostilities on the border with China, dependence on the other overseas suppliers would have increased costs, analysts said.""This Made-in-India 5G solution will be ready for trials as soon as 5G spectrum is available and can be ready for field deployment next year,"" RIL chairman Mukesh Ambani said in a speech at the company's annual general meeting on Wednesday. ""Because of Jio's converged, all-IP network architecture, we can easily upgrade our 4G network to 5G. Once Jio's 5G solution is proven at India-scale, Jio Platforms would be well positioned to be an exporter of 5G solutions to other telecom operators globally, as a complete managed service.""India's 5G trials and spectrum auctions have been delayed, pending clarity on Huawei's participation.Ambani said Jio Platforms had been conceived with the vision of developing an original, captive intellectual property using which ""we can demonstrate the transformative power of technology across multiple Industry ecosystems... First in India... and then confidently offering these Made-in-India solutions to the rest of the world.""ET was the first to report on Jio's 5G technology plans on March 10.The development comes as Huawei and ZTE may get frozen out of other countries owing to heightened suspicions over the links between the Chinese vendors and their government. The US has long been campaigning to exclude Huawei while the UK recently banned the purchase of Huawei 5G equipment and said any such gear that's installed needs to be removed by 2027.Analysts said that Jio's move to develop its own 5G technology is aimed at reducing dependence on foreign vendors and cost-related advantages. This also comes at a time when India is seen to be lagging behind China and others in terms of technology such as 5G. Jio is currently working with South Korea's Samsung for its pan-India 4G LTE and IoT (internet of things) networks. It also works with players like Nokia for its wireline network in the country.""Technologies like OpenRAN and Cloud are threatening the monopoly of traditional players like Nokia, Ericsson, and Huawei. Jio is leveraging these technologies to develop its own 5G solutions and is well set to take advantage of its acquisitions of Rancore Technologies and Radisys. These companies are playing a crucial role here in Jio's 5G journey,"" said Rohan Dhamija, partner, South Asia, Analysys Mason.Jio has the financial resources to make such a dramatic move, said Mahesh Uppal, director at telecom consultancy firm Com First. However, it is a new player in the competitive space. ""It is ambitious of Jio to focus on 5G technology, where we can expect a lot of action in the coming years. If successful, Jio would be a major achievement for India's telecom sector. Only time will tell if it can succeed,"" he said.""It is not very clear if it is an infrastructure play or just the integration play. If it is infrastructure play, then you will be competing with traditional vendors. That's a very different play because no telco has done that so far,"" said Sanjay Kapoor, former Airtel CEO. ""OpenRAN and Cloud haven't gained acceptance in the global market and are still at the development stage.""The acquisitions of Rancore and Radisys accelerated Jio's in-house development capabilities around open-source technologies and network function virtualisation (NFV) adoption, paving way for the development for IoT platforms and applications, analysts said.Having developed end-to-end 5G technology, Jio said it now wants to bring a wide array of use cases such as security and surveillance using drones, industrial IoT and digitisation in the agriculture sector.The US, the UK, China, Australia, South Korea, Japan and a number of European countries have already launched 5G services. India, on the other hand, has delayed a planned 5G spectrum auction until 2021 due to the unavailability of use cases and lack of interest from private telecom operators such as Bharti Airtel and Vodafone Idea that have also said that the base price - Rs 492 crore a unit - was too high and wouldn't attract bids.Jio had previously informed the Department of Telecommunications (DoT) and sought its approval to conduct 5G trials based on its own technology. It had earlier given a separate presentation to the DoT to explain its technology and possible use cases. But these trials are also yet to be held, pending clarity on Huawei.Jio had also submitted separate applications for 5G field trials, with all other telecom gear vendors, including Samsung, Nokia, Ericsson, Huawei and ZTE. Vodafone Idea and Airtel too had submitted their proposals jointly with Ericsson, Nokia, and Chinese giant Huawei.",2020-07-21,"https://etimg.etb2bimg.com/thumb/msid-76978211,imgsize-490502,width-800,height-434,overlay-ettech/reliance-announces-homegrown-5g-solution.jpg",ettechtech,"Reliance said Jio had developed its own 5G technology and plans to offer it to other telecom companies, a move that will pit it against the likes of Nokia, Ericsson, Huawei and Samsung, in what analysts said was the first such initiative by a mobile phone operator. Reliance Industries Ltd (RIL) said Wednesday that its telecom unit had created a complete 5G solution, using 100% homegrown technologies that will allow it to launch next-generation, high-speed services in India.With India looking to keep Huawei and ZTE out following hostilities on the border with China, dependence on the other overseas suppliers would have increased costs, analysts said.","Mukesh Ambani: Reliance announces homegrown 5G solution, Technology News, ETtech",https://tech.economictimes.indiatimes.com/news/technology/76978211?utm_source=RSS&utm_medium=ETRSS
"National Payments Corporation of India is in talks with top Indian banks to deploy FASTag-based contactless parking solution at malls and airports across Mumbai, Delhi, Chennai and Bangalore in the coming months.The interoperable parking solution powered by National Electronic Toll Collection (NETC) is currently being implemented by 10 FASTag issuing banks at the GMR Hyderabad International Airport, NPCI said in a statement on Tuesday.Private sector lender ICICI Bank will be among the first banks to roll out the facility across these cities, NPCI said. The first set of deployments could happen in Delhi and Mumbai, it said.NPCI has also initiated discussions with major malls, airports and other private parking lots in Chennai and Bangalore for the NETC FASTag powered contactless car parking solutions. The company has been receiving interests from major banks in spearheading the parking projects, it said.Currently, FASTag is used at highway toll plazas for contactless processing of tickets. The transaction happens through an RFID sticker linked to the bank account of the commuter.“This is a safe, contactless and hassle-free system,” said Sudipta Roy, head unsecured assets, ICICI Bank. “It works on RFID technology that also powers digital toll collection at more than 695 toll plazas across the country.”",2020-07-21,"https://etimg.etb2bimg.com/thumb/msid-76957607,imgsize-121034,width-800,height-434,overlay-ettech/soon-use-fastag-for-parking-at-malls-airports.jpg",ettechtech,"National Payments Corporation of India is in talks with top Indian banks to deploy FASTag-based contactless parking solution at malls and airports across Mumbai, Delhi, Chennai and Bangalore in the coming months.The interoperable parking solution powered by National Electronic Toll Collection (NETC) is currently being implemented by 10 FASTag issuing banks at the GMR Hyderabad International Airport, NPCI said in a statement on Tuesday.Private sector lender ICICI Bank will be among the first banks to roll out the facility across these cities, NPCI said. The first set of deployments could happen in Delhi and Mumbai, it said.NPCI has also initiated discussions with major malls, airports and other private parking lots in Chennai and Bangalore for the NETC FASTag powered contactless car parking solutions.","Soon, use FASTag for parking at malls, airports, Technology News, ETtech",https://tech.economictimes.indiatimes.com/news/technology/76957607?utm_source=RSS&utm_medium=ETRSS
"Accept the updated privacy & cookie policy

Dear user,



ETtech privacy and cookie policy has been updated to align with the new data regulations in European Union. Please review and accept these changes below to continue using the website.



You can see our privacy policy & our cookie policy. We use cookies to ensure the best experience for you on our website.



If you choose to ignore this message, we'll assume that you are happy to receive all cookies on ETtech.",2020-07-21,"https://etimg.etb2bimg.com/thumb/msid-76951234,imgsize-88905,width-800,height-434,overlay-ettech/softbank-group-explores-options-for-chip-designer-arm-holdings-report.jpg",ettechtech,"Accept the updated privacy & cookie policy

Dear user,



ETtech privacy and cookie policy has been updated to align with the new data regulations in European Union. Please review and accept these changes below to continue using the website.","Softbank: SoftBank Group explores options for chip designer Arm Holdings: Report, Technology News, ETtech",https://tech.economictimes.indiatimes.com/news/technology/76951234?utm_source=RSS&utm_medium=ETRSS
"Accept the updated privacy & cookie policy

Dear user,



ETtech privacy and cookie policy has been updated to align with the new data regulations in European Union. Please review and accept these changes below to continue using the website.



You can see our privacy policy & our cookie policy. We use cookies to ensure the best experience for you on our website.



If you choose to ignore this message, we'll assume that you are happy to receive all cookies on ETtech.",2020-07-21,"https://etimg.etb2bimg.com/thumb/msid-76896347,imgsize-312033,width-800,height-434,overlay-ettech/crypto-exchange-coinbase-readies-landmark-stock-market-listing-sources.jpg",ettechtech,"Accept the updated privacy & cookie policy

Dear user,



ETtech privacy and cookie policy has been updated to align with the new data regulations in European Union. Please review and accept these changes below to continue using the website.","Coinbase IPO: Crypto exchange Coinbase readies landmark stock market listing: Sources, Technology News, ETtech",https://tech.economictimes.indiatimes.com/news/technology/76896347?utm_source=RSS&utm_medium=ETRSS
"The Covid-19 pandemic’s fallout is likely to hit electric vehicle (EV) startups the hardest, according to a new report, as they had invested heavily on growth but have hardly been generating any cash. EV sales , like sales of traditional petrol and diesel-powered automobiles, are expected to remain subdued in the current fiscal year, and startups and small and medium enterprises that make up most of the sector “will struggle for survival”, according to the report on the state of the EV sector by Avendus Capital “A significant portion of the EV industry in India is represented by SMEs and start-ups. The Covid-19 lockdown is expected to affect this part of the industry the most,” it said.Traditional manufacturers that have entered EV sector are also expected to turn away from the segment -- which makes up just 0.01% of India’s auto market -- and focus on reviving sales of traditional internal combustion engine (ICE) vehicles in the short term.This would mean fewer new launches in the EV segment as manufacturers work to restore sales of their “bread-and-butter” ICE products.Sales of three-wheeler and four-wheeler EVs will remain low, as consumer preference will shift towards personal mobility in the short term, hurting the market for cabs and auto rickshaws, which was expected to adopt EVs faster than retail consumers.However, the two-wheeler EV segment could benefit from the pandemic, the report added.“EV purchase decisions are influenced more by the value proposition rather than only on comfort or leisure. To that extent, the impact of reduction in discretionary consumer expenditure is less likely to affect EVs than ICE vehicles,” the report said, adding that the share of EVs in India’s two-wheeler market could increase in the current fiscal year.Moreover, it said that while the pandemic might have pushed back EV sales targets by a year, the proposition for shifting to such vehicles could get stronger once the outbreak blows over.E-commerce, which is expected to grow due to the pandemic, is being seen as a big adopter of the technology , as is the commercial vehicle segment, which could make the jump to EVs quickly once the market for mobility starts to grow.“FY22 was expected to be the inflection year for the Indian EV industry. In the context of Covid-19, the inflection point is likely to get delayed by a year. But the EV transition post the inflection point will be faster and the industry is expected to stay on track to achieve the FY25 penetration levels,” the report said.",2020-07-21,"https://etimg.etb2bimg.com/thumb/msid-76867282,imgsize-93086,width-800,height-434,overlay-ettech/electric-vehicle-startups-hit-hardest-by-virus-outbreak.jpg",ettechtech,"The Covid-19 pandemic’s fallout is likely to hit electric vehicle (EV) startups the hardest, according to a new report, as they had invested heavily on growth but have hardly been generating any cash. EV sales , like sales of traditional petrol and diesel-powered automobiles, are expected to remain subdued in the current fiscal year, and startups and small and medium enterprises that make up most of the sector “will struggle for survival”, according to the report on the state of the EV sector by Avendus Capital “A significant portion of the EV industry in India is represented by SMEs and start-ups.","EV sales: Electric vehicle startups hit hardest by virus outbreak, Technology News, ETtech",https://tech.economictimes.indiatimes.com/news/technology/76867282?utm_source=RSS&utm_medium=ETRSS
"A consortium of India’s Bharti Enterprises and the UK government has won a bid to take over OneWeb , offering to invest $1 billion (Rs 7,465 crore) in the British firm that went bankrupt while trying to build a constellation of satellites to deliver wireless broadband globally.The two partners will invest $500 million each in OneWeb, which aims to provide high-speed, low-latency broadband services, especially in rural areas, and take on the likes of Elon Musk’s SpaceX Starlink and Jeff Bezos’s Amazon-linked Project Kuiper.The British government will take a significant equity share in OneWeb, UK business secretary Alok Sharma said in a statement. Bharti, he said, would provide commercial and operational leadership, and bring OneWeb a revenue base to contribute towards its future success.The UK and Bharti, which is making the investment through overseas arm Bharti Global, didn’t announce how much stake they would own until press time Friday. People in the know said each would get a 45% stake, with existing investors retaining the remaining 10%.“Bharti will be leading the effort to deliver the promise of universal broadband connectivity through OneWeb, with active support and participation of the British government,” Bharti Enterprises chairman Sunil Mittal said in a separate statement.Sunil Mittal’s son Shravin, as a director of Bharti Global, led the bid for the Bharti Enterprises arm which has numerous investments across telecoms, technology , hospitality, transportation and energy segments.Bharti Enterprises, the holding company of Bharti Airtel , India’s second largest telco, was one of the founding members of OneWeb and had a strategic stake in the company prior to the latest developments.OneWeb was founded in 2014 by entrepreneur Greg Wyler. It had raised about $3.3 billion in debt and equity from a clutch of investors such as SoftBank, Airbus, Qualcomm, Coca Cola, Intelsat and Grupo Salinas. It collapsed into bankruptcy in March after its biggest investor, SoftBank, pulled back its funding. An auction was held on Thursday.The new proposed investment, which is expected to help the company complete construction of the constellation, is subject to a clearance from a US court and other regulatory approvals, and is expected to close before the end of the year, the UK government said in its statement.Mittal said this business had “substantial commercial use cases” across the telecoms, enterprise, aviation and maritime sectors, and with strong operational execution, Bharti would be able to generate an attractive return for investors, while also ensuring Britain plays a leading role in space and next-generation communications.“Further, India’s leading-edge capabilities in the space programme through the Indian Space Research Organisation can be leveraged to accelerate OneWeb’s ambitions,” he added.Rajiv Sharma, the research head at SBICaps Securities, said: ""The deal could potentially catapult the Bharti Group to the big league in the global satellite communications space with the likes of Elon Musk's SpaceX Starlink and Amazon's Project Kuiper, although challenges remain in delivering affordable satellite broadband services in the absence of low-cost terminals.""He though added that Bharti's partnership with the UK government could prise open new revenue streams, as OneWeb was likely to participate in multiple government projects for delivering high-speed satellite broadband connectivity in rural markets around the world.OneWeb has estimated assets in the range of $1 billion to $10 billion and liabilities in the same range, according to US bankruptcy court filings.",2020-07-21,"https://etimg.etb2bimg.com/thumb/msid-76779581,imgsize-693236,width-800,height-434,overlay-ettech/bharti-uk-govt-team-bags-satellite-firm-oneweb-for-1-billion.jpg",ettechtech,"A consortium of India’s Bharti Enterprises and the UK government has won a bid to take over OneWeb , offering to invest $1 billion (Rs 7,465 crore) in the British firm that went bankrupt while trying to build a constellation of satellites to deliver wireless broadband globally.The two partners will invest $500 million each in OneWeb, which aims to provide high-speed, low-latency broadband services, especially in rural areas, and take on the likes of Elon Musk’s SpaceX Starlink and Jeff Bezos’s Amazon-linked Project Kuiper.The British government will take a significant equity share in OneWeb, UK business secretary Alok Sharma said in a statement. Bharti, he said, would provide commercial and operational leadership, and bring OneWeb a revenue base to contribute towards its future success.The UK and Bharti, which is making the investment through overseas arm Bharti Global, didn’t announce how much stake they would own until press time Friday.","OneWeb: Bharti & UK govt team bags satellite firm OneWeb for $1 billion, Technology News, ETtech",https://tech.economictimes.indiatimes.com/news/technology/76779581?utm_source=RSS&utm_medium=ETRSS
"Accept the updated privacy & cookie policy

Dear user,



ETtech privacy and cookie policy has been updated to align with the new data regulations in European Union. Please review and accept these changes below to continue using the website.



You can see our privacy policy & our cookie policy. We use cookies to ensure the best experience for you on our website.



If you choose to ignore this message, we'll assume that you are happy to receive all cookies on ETtech.",2020-07-21,"https://etimg.etb2bimg.com/thumb/msid-76740718,imgsize-50725,width-800,height-434,overlay-ettech/tesla-overtakes-toyota-as-the-world-s-most-valuable-automaker.jpg",ettechtech,"Accept the updated privacy & cookie policy

Dear user,



ETtech privacy and cookie policy has been updated to align with the new data regulations in European Union. Please review and accept these changes below to continue using the website.","Tesla share Price: Tesla overtakes Toyota as the world’s most valuable automaker, Technology News, ETtech",https://tech.economictimes.indiatimes.com/news/technology/76740718?utm_source=RSS&utm_medium=ETRSS
"Accept the updated privacy & cookie policy

Dear user,



ETtech privacy and cookie policy has been updated to align with the new data regulations in European Union. Please review and accept these changes below to continue using the website.



You can see our privacy policy & our cookie policy. We use cookies to ensure the best experience for you on our website.



If you choose to ignore this message, we'll assume that you are happy to receive all cookies on ETtech.",2020-07-21,"https://etimg.etb2bimg.com/thumb/msid-76732175,imgsize-388051,width-800,height-434,overlay-ettech/ease-of-doing-business-ai-should-be-focus-areas-for-digital-india-nandan-nilekani.jpg",ettechtech,"Accept the updated privacy & cookie policy

Dear user,



ETtech privacy and cookie policy has been updated to align with the new data regulations in European Union. Please review and accept these changes below to continue using the website.","Ease of doing business, AI should be focus areas for Digital India: Nandan Nilekani, Technology News, ETtech",https://tech.economictimes.indiatimes.com/news/technology/76732175?utm_source=RSS&utm_medium=ETRSS
"India’s aviation regulator has approved the Agriculture Ministry ’s request to operate drones at night and to use engine-powered drones rather than battery-operated ones in its fight against the spread of desert locusts in the western and central states.ET had reported on Monday that the ministry was seeking approvals for night operations of drones as locusts were most inactive after sunset, and for using fuel-powered drones which could remain airborne for longer and also carry heavier payloads than battery-operated models.India is the first country in the world to utilise drones in anti-locust operations, with the United Nations’ Food and Agriculture Organisation (FAO) appreciating the government’s work in combating the spread of locusts by using latest technologies.“Congratulations to the agriculture ministry for receiving the approvals for night operation of drones and use of engine-powered drones with all-up weight upto 50 kg for anti-locust ops. This is the first such instance in India,” Amber Dubey, Joint Secretary, Ministry of Civil Aviation , wrote on a public forum.The approval from the Ministry of Civil Aviation comes a little over a month after the Directorate of Plant Protection, Quarantine and Storage (DPPQS), which comes under the Ministry of Agriculture and Farmer Welfare, was made the nodal agency for using drones in anti-locust operations.The latest clearance will allow the agri department to use drones weighing up to 50 kilogramme with its payload, as opposed to the earlier limit of 25 kg quadcopter restriction. These engine-powered drones will have three times the flight time and will be able to carry 60% more pesticides than those currently in operation.Currently, the agri department has 12 drones in operation across western and central states, with another 13 drones that will be put into service soon. The department has partnered with five drone providers and uses the vehicles to spray tops of trees and areas where tractor-based sprayers can’t access.However, drones will not replace ground-based sprayers that have been the primary way of controlling locusts across the world. The country is looking at a three-pronged approach of ground, aerial-based spraying using helicopters, apart from a small swarm of drones to aid pesticide spraying.“Drones are never going to substitute control by vehicles or aircraft, because you can cover much larger areas by vehicles or aircraft, and for much cheaper,” Keith Cressman, Senior Locust Forecasting Officer at the FAO, told ET. “But the advantage of using a drone for control is that you can treat some places that you might not be able to do otherwise - because the infestations are not large enough or because they’re in areas where vehicles cannot reach.”The use of drones in battling locusts could lead to increased reliance on unmanned aerial vehicles in India’s overall agriculture industry, multiple government officials told ET. While spraying pesticides is the most immediate use case, drones could soon help in crop mapping, crop analytics and yield improvement analytics.",2020-07-21,"https://etimg.etb2bimg.com/thumb/msid-76692662,imgsize-500200,width-800,height-434,overlay-ettech/dgca-allows-use-of-drones-at-night-to-ward-off-locusts.jpg",ettechtech,"India’s aviation regulator has approved the Agriculture Ministry ’s request to operate drones at night and to use engine-powered drones rather than battery-operated ones in its fight against the spread of desert locusts in the western and central states.ET had reported on Monday that the ministry was seeking approvals for night operations of drones as locusts were most inactive after sunset, and for using fuel-powered drones which could remain airborne for longer and also carry heavier payloads than battery-operated models.India is the first country in the world to utilise drones in anti-locust operations, with the United Nations’ Food and Agriculture Organisation (FAO) appreciating the government’s work in combating the spread of locusts by using latest technologies.“Congratulations to the agriculture ministry for receiving the approvals for night operation of drones and use of engine-powered drones with all-up weight upto 50 kg for anti-locust ops. This is the first such instance in India,” Amber Dubey, Joint Secretary, Ministry of Civil Aviation , wrote on a public forum.The approval from the Ministry of Civil Aviation comes a little over a month after the Directorate of Plant Protection, Quarantine and Storage (DPPQS), which comes under the Ministry of Agriculture and Farmer Welfare, was made the nodal agency for using drones in anti-locust operations.The latest clearance will allow the agri department to use drones weighing up to 50 kilogramme with its payload, as opposed to the earlier limit of 25 kg quadcopter restriction.","DGCA allows use of drones at night to ward off locusts, Technology News, ETtech",https://tech.economictimes.indiatimes.com/news/technology/76692662?utm_source=RSS&utm_medium=ETRSS
"The Department of Agriculture is looking for drones that can fly at night and stay airborne for an extended duration, as it seeks to expand use of unmanned aerial vehicles to fight off locust swarms that have invaded India’s western and central region.The broad specification comes a little over one month after India’s civil aviation regulator granted the agriculture ministry conditional exemption to use drones in anti-locust operations, making India the first country to do so.It also comes ahead of the start of monsoon season in Rajasthan and surrounding regions, where desert locusts will migrate to over the next few weeks to breed and lay their eggs.Over the weekend, locust swarms descended upon Gurugram, with parts of Delhi also put on high alert.“Locusts are most inactive after sunset, so it makes sense to spray at night. We are also in talks with manufacturers who have drones that are powered by fuel, so they can stay airborne for a longer duration,” said Atish Chandra, Joint Secretary, Cooperation and Farmers Welfare, Department of Agriculture.The ministry of agriculture is currently processing the expanded list of requirements and it will seek permissions from the civil aviation ministry soon.Though a fairly small deployment, with just a dozen drones in operation and another dozen soon to be deployed, the agriculture department has found them to be invaluable in spraying the tops of tall trees and for their ability to reach inaccessible areas. Drones will, however, not replace traditional methods of locust control, which are still cheaper.The United Nations’ Food and Agriculture Organisation (FAO), which maintains an international watch on the spread of desert locusts, has praised India’s use of drones to control locust swarms, which pose a serious threat to the food security of nations.“It’s a little bit of exploration, because nobody knows how to control desert locusts safely and properly using drones, but India is a leader now and all the countries are going to learn from their experience,” Keith Cressman, Senior Locust Forecasting Officer at the FAO told ET. “We’re hoping, with this experience we can then develop some standardised operating procedures and some methodologies that all of the countries can follow.”The FAO has been working on ways to leverage drone technology to fight locusts for the past few years. However, with the Covid-19 pandemic disrupting international travel, the plans for experimental deployments have been delayed.Apart from the actual spraying of pesticide, drones will also be invaluable in tracking locusts, which can fly almost 150 kilometres a day, Cressman added.The agriculture department’s Chandra said drones had added a “new dimension” in the fight against desert locusts.While current exercises were extremely important to gather knowledge, the department is also planning to float a tender for industry participation soon after having learnt of the required specifications.Another senior government official, who did not wish to be named, said the exercise to use drones has been successful enough that it could become easier to get various government stakeholders to agree on broader use of drones in agriculture.“Locusts are sporadic, but lots of other pests require more cyclical and sustained spraying, which is what the industry is interested in,” the official added.India has seen some industry partners show interest, but governments will need to build their own drone capacity, like other anti-locust equipment, since large-scale locusts attacks are not a yearly affair.“Locusts are too unpredictable for the locust control to be good business. The industry has to partner with governments to develop technologies, but they shouldn’t look at it as a highly profitable exercise,” added Cressman. “At the end of the day, what are we doing by locust control? It’s providing food security, so industries must work with the authorities.”",2020-07-21,"https://etimg.etb2bimg.com/thumb/msid-76681156,imgsize-188322,width-800,height-434,overlay-ettech/agriculture-ministry-eyes-drones-to-fight-off-locusts-swarms.jpg",ettechtech,"The Department of Agriculture is looking for drones that can fly at night and stay airborne for an extended duration, as it seeks to expand use of unmanned aerial vehicles to fight off locust swarms that have invaded India’s western and central region.The broad specification comes a little over one month after India’s civil aviation regulator granted the agriculture ministry conditional exemption to use drones in anti-locust operations, making India the first country to do so.It also comes ahead of the start of monsoon season in Rajasthan and surrounding regions, where desert locusts will migrate to over the next few weeks to breed and lay their eggs.Over the weekend, locust swarms descended upon Gurugram, with parts of Delhi also put on high alert.“Locusts are most inactive after sunset, so it makes sense to spray at night. We are also in talks with manufacturers who have drones that are powered by fuel, so they can stay airborne for a longer duration,” said Atish Chandra, Joint Secretary, Cooperation and Farmers Welfare, Department of Agriculture.The ministry of agriculture is currently processing the expanded list of requirements and it will seek permissions from the civil aviation ministry soon.Though a fairly small deployment, with just a dozen drones in operation and another dozen soon to be deployed, the agriculture department has found them to be invaluable in spraying the tops of tall trees and for their ability to reach inaccessible areas.","locusts swarms: Agriculture ministry eyes drones to fight off locusts swarms, Technology News, ETtech",https://tech.economictimes.indiatimes.com/news/technology/76681156?utm_source=RSS&utm_medium=ETRSS
